College Name,Avg Sentiment,Avg Rating,Review Count
ABES Institute of Technology - [ABESIT],0.8939,6.6,2
Parvatibai Genba Moze College of Engineering - [PGMCOE],0.8583000000000001,6.6,2
"University BDT College of Engineering, Visvesvaraya Technological University - [UBDTCE]",-0.3786,6.5,1
Pacific School of  Engineering - [PSE],0.8658,6.5,1
Govind Ballabh Pant Engineering College - [GBPEC],0.9863,6.5,1
Acharya Institute of Technology - [AIT],-0.7002999999999999,6.5,2
Mahatma Jyotiba Phule Rohilkhand University - [MJPRU],0.9587,6.5,1
Government College of Engineering and Research,0.8765,6.5,1
DN Patel College of Engineering - [DNPCE],-0.7072,6.5,1
BMS Institute of Technology and Management - [BMSIT],0.6833333333333332,6.466666666666666,3
Indian Institute of Information Technology Sri City - [IIIT],0.9846,6.433333333333334,3
Technocrats Institute of Technology - [TIT] (Excellence),0.9532,6.4,2
MBM Engineering College - [MBM],0.6013666666666667,6.383333333333333,6
Andhra University - [AU],0.96425,6.35,2
Oriental College of Technology - [OCT],0.6984,6.3,1
Scholar's Institute of Technology and Management - [SITM],0.8287,6.3,1
University of Kalyani,0.9522,6.3,1
Adithya Institute of Technology - [AIT],0.972,6.3,1
Agra College,0.9799,6.3,1
Shekhawati Group of Institutions,0.9357,6.3,1
Shri Ram Group of Colleges - [SRGC],0.9855,6.3,1
Jain College of Engineering - [JCE],0.0,6.3,1
"University Institute of Technology, Rajiv Gandhi Proudyogiki Vishwavidyalaya - [UIT- RGPV]",0.88175,6.25,2
Shadan College of Engineering & Technology - [SCET],0.9325,6.2,1
College of Engineering and Technology,0.78025,6.2,2
Xavier Institute of Engineering - [XIE],-0.2963,6.2,1
Amity School of Engineering & Technology - [ASET],0.8934,6.2,1
SRM University,0.9579,6.2,1
Eranad Knowledge City Technical Campus Manjeri,0.9606,6.2,1
RKDF University,0.2052,6.2,1
St Joseph College of Engineering,0.9378,6.2,1
Rajiv Gandhi Proudyogiki Vishwavidyalaya - [RGPV],0.6331,6.15,2
Bhilai Institute of Technology - [BIT],0.7825000000000001,6.083333333333333,6
Barkatullah University Institute of Technology - [BUIT],0.1999,6.0,1
St. Mary’s Group of Institutions,0.9474,6.0,1
Shree Swaminarayan Institute of Technology- [SSIT],0.9655,6.0,1
Camellia Institute of Technology - [CIT],0.9651,6.0,1
Shri Guru Gobind Singhji Institute of Engineering and Technology - [SGGSIE&T],0.7876,6.0,1
Indus University,0.7906,6.0,1
Institute of Engineering and Rural Technology - [IERT],0.1943,6.0,2
Dr. S & S.S. Ghandhy Government Engineering College,0.5702333333333334,5.933333333333334,3
Guru Gobind Singh Indraprastha University - [GGSIPU],0.5272,5.933333333333333,3
Hindu College of Engineering - [HCE],0.96075,5.85,2
Srinivasa Ramanujan Institute of Technology - [SRIT],0.8629,5.85,2
KJ Somaiya Institute of Engineering and Information Technology - [KJSIEIT],0.8519,5.8,1
Gurukula Kangri Vishwavidyalaya - [GKV],0.8243,5.8,1
Sal Engineering and Technical Institute - [SETI],-0.2709,5.8,1
GL Bajaj Group of Institutions - [GLBGI],0.8422,5.8,1
Government College of Engineering,-0.1246,5.8,1
Marathwada Institute of Technology - [MIT],0.9853,5.8,1
Rajadhani Institute of Engineering and Technology - [RIET] Attinga,0.765,5.8,1
Bharati Vidyapeeth University College of Engineering - [BVUCOE],0.8787666666666666,5.733333333333333,3
NRI Institute of Information Science and Technology - [NIIST],0.9517,5.7,1
Sri Shakthi Institute of Engineering and Technology - [SIET],0.891,5.7,1
RMD Sinhgad School of Management Studies - [RMDSSOMS] Warje,0.8885,5.7,1
Karpagam Institute of Technology,0.8442000000000001,5.65,2
Jawaharlal Nehru Architecture and Fine Arts University - [JNAFAU],-0.23608,5.62,5
Guru Ghasidas Vishwavidyalaya - [GGU],0.61574,5.62,5
Samrat Ashok Technological  Institute - [S.A.T.I],0.505,5.5,2
P.B. College of Engineering - [PBCE],0.9709,5.5,1
DRIEMS Group of Institutions,-0.022899999999999976,5.35,2
Balaji Institute of Technology and Science - [BITS],0.4404,5.3,1
Sanketika Vidya Parishad Engineering College,0.9579,5.3,1
"Chaibasa Engineering College, Techno India Group",0.8805,5.3,1
SVS Group of Institutions,0.94935,5.1,2
Nandha Engineering College - [NEC],0.68735,5.0,2
Universal College of Engineering,0.8885,5.0,1
G. Pullaiah College of Engineering and Technology - [GPCET],-0.1561,5.0,1
Anna University of Technology,0.296,4.8,1
Rewa Engineering College - [REC],0.9817,4.7,1
Coimbatore Institute of Technology - [CIT],0.5729,4.7,1
Invertis University,0.024,4.3,1
Shree Ramchandra College of Engineering - [SRCOE],0.8737,4.3,1
Government Engineering College -[GEC],-0.1093,4.3,1
Academy for Technical and Management Excellence - [ATME],0.9545,4.2,1
Barak Valley Engineering College - [BVEC],0.2215,4.2,1
JEPPIAAR SRR Engineering college,0.8316,4.2,1
Sri Venkateswara College of Engineering & Technology - [SVCET],0.836,4.0,1
Jagannath Institute of Engineering and Technology - [JIET],0.6124,4.0,1
Sat Kabir Institute of Technology and Management - [SKITM],0.9859,3.7,1
Sree Dattha Institute of Engineering and Science - [SDES],0.5423,3.7,1
Indira Institute of Engineering and Technology - [IIET],-0.4912,3.3,1
State Institute Of Engineering & Technology,-0.995,3.2,1
Netaji Subhas University of Technology - [NSUT] East Campus,0.5501,3.2,1
Mahatma Gandhi Chitrakoot Gramoday Vishwavidyalaya- [MGCGV],0.9026,3.2,1
Govt. Model Engineering College - [MEC] Thrikkakara,0.6202,2.7,1
Barkatullah University - [BU],-0.25,2.5,1
DMI College of Engineering - [DMICE],-0.7351,2.2,1
IES College of Technology - [ICOT],0.5023,2.0,1
Gujarat Technological University - [GTU],0.9313,1.7,1
